iter	Logloss
321	0.1813593675
322	0.181172187
323	0.1808528666
324	0.1807762362
325	0.1805645806
326	0.1802163985
327	0.1799796906
328	0.179832735
329	0.1796344986
330	0.1794179441
331	0.1793427101
332	0.1788822294
333	0.1786650694
334	0.1784788276
335	0.1781959889
336	0.1779037772
337	0.1776700077
338	0.1775091317
339	0.177350298
340	0.1772940621
341	0.1770463673
342	0.1768901583
343	0.1766083052
344	0.1764016437
345	0.176244156
346	0.1760230825
347	0.175774005
348	0.1756322835
349	0.1756053924
350	0.175377446
351	0.1751968994
352	0.1749777666
353	0.1748597183
354	0.174494091
355	0.1743622087
356	0.1742458452
357	0.1740951449
358	0.1737468225
359	0.1736537819
360	0.1733172875
361	0.173109215
362	0.1729598507
363	0.1727481308
364	0.1723362755
365	0.1720795506
366	0.1718323065
367	0.1715900191
368	0.1714286728
369	0.1711538237
370	0.1709658581
371	0.1708413204
372	0.1706792008
373	0.1705474449
374	0.1704070374
375	0.1702244453
376	0.1700172468
377	0.1698994171
378	0.1697065922
379	0.1694914183
380	0.1693019276
381	0.1691209776
382	0.1689815858
383	0.1688432516
384	0.1685331379
385	0.1683247263
386	0.168064804
387	0.1678169004
388	0.1675064168
389	0.1673320019
390	0.1670815842
391	0.166919513
392	0.1667350102
393	0.1666022314
394	0.1662941742
395	0.1659843215
396	0.1657520622
397	0.1656843768
398	0.1655400876
399	0.1654034544
400	0.1652550757
401	0.1650321553
402	0.1648515382
403	0.1645469659
404	0.1643237717
405	0.164107887
406	0.1639156077
407	0.1635983168
408	0.1635001584
409	0.1633072208
410	0.163143975
411	0.1629062439
412	0.1627975512
413	0.1624623884
414	0.1622961545
415	0.1620662716
416	0.1619306376
417	0.1617104289
418	0.1615257664
419	0.1615041507
420	0.1613437036
421	0.1612069166
422	0.160992709
423	0.1608812638
424	0.1606077316
425	0.1604047671
426	0.1601437911
427	0.1599614134
428	0.1598228103
429	0.1596476969
430	0.1595182475
431	0.1593337964
432	0.1591491163
433	0.1589350709
434	0.1588215726
435	0.1586589431
436	0.1584720983
437	0.1583309885
438	0.1581018468
439	0.1578767901
440	0.1576462934
441	0.1574728519
442	0.1572250798
443	0.1570711469
444	0.1569411174
445	0.156769631
446	0.1566145324
447	0.1565028092
448	0.1563405716
449	0.1561603127
450	0.1559920155
451	0.155798541
452	0.1555581284
453	0.1553417004
454	0.1552285665
455	0.1551138513
456	0.1549201146
457	0.1547321342
458	0.154524135
459	0.154395551
460	0.1542758708
461	0.154119348
462	0.1538935808
463	0.1537370725
464	0.15346791
465	0.1533464289
466	0.1532079477
467	0.1530533538
468	0.1529583791
469	0.1528093547
470	0.1526655069
471	0.1524783776
472	0.1523366513
473	0.1521083018
474	0.1519077535
475	0.1517288893
476	0.1515614045
477	0.1513345234
478	0.1512085579
479	0.1509326854
480	0.1506531135
481	0.1504957518
482	0.1502329816
483	0.1500494435
484	0.149913307
485	0.1498030637
486	0.1496567991
487	0.1493848756
488	0.1491867664
489	0.1489411265
490	0.1486127075
491	0.1483442909
492	0.1481930726
493	0.1480367039
494	0.1478697854
495	0.1477710304
496	0.1475844786
497	0.1474059866
498	0.1471575644
499	0.1470379979
500	0.1469384064
501	0.1468106811
502	0.1465757838
503	0.1462707494
504	0.1461274907
505	0.1459414012
506	0.1458193928
507	0.1457012771
508	0.1455939611
509	0.1454587468
510	0.1453228975
511	0.1451295691
512	0.1449372964
513	0.144721032
514	0.1446278688
515	0.1444740089
516	0.1443028018
517	0.1441500135
518	0.1440076393
519	0.1438635475
520	0.1437345574
521	0.1435171154
522	0.1434246913
523	0.1433146015
524	0.1431871964
525	0.1429396012
526	0.1428354661
527	0.1426446277
528	0.142478637
529	0.1423724274
530	0.1421647571
531	0.1420193077
532	0.1417170396
533	0.1415702912
534	0.1414439893
535	0.1413138263
536	0.1410914177
537	0.140900342
538	0.1407254778
539	0.1405896187
540	0.1404696577
541	0.1402991382
542	0.1401015768
543	0.1399720757
544	0.1398054431
545	0.1396840581
546	0.1395204781
547	0.1392344256
548	0.1390548547
549	0.1389290304
550	0.1387954255
551	0.1386402536
552	0.1384839957
553	0.1384140224
554	0.1383006884
555	0.1381186971
556	0.1379618614
557	0.1377793515
558	0.1375824185
559	0.1374738911
560	0.137300314
561	0.1371158642
562	0.1370226001
563	0.1368301867
564	0.1366860208
565	0.1364514409
566	0.1363260238
567	0.136184745
568	0.1360389897
569	0.1357681647
570	0.1356731957
571	0.1355527427
572	0.1353930121
573	0.1353209215
574	0.1351901285
575	0.1350865555
576	0.1350007781
577	0.134874763
578	0.1346530259
579	0.134532588
580	0.1344230354
581	0.1343677198
582	0.1342157629
583	0.1341180606
584	0.1339559362
585	0.1338474808
586	0.1336397302
587	0.133531936
588	0.1334481025
589	0.1332773615
590	0.1331720655
591	0.1330260435
592	0.1329164221
593	0.132805588
594	0.1326834107
595	0.1325917198
596	0.1324022135
597	0.1322814707
598	0.1322042379
599	0.1320665717
600	0.1319732525
601	0.1318670453
602	0.1317655581
603	0.1315513182
604	0.1314179909
605	0.1311112085
606	0.1309109496
607	0.1308275403
608	0.1307408959
609	0.1306035513
610	0.1305071288
611	0.1304197661
612	0.1303436824
613	0.1301885723
614	0.130107287
615	0.1300087368
616	0.129880367
617	0.1297433229
618	0.1294873324
619	0.1292992088
620	0.1291773415
621	0.1290941408
622	0.1288717808
623	0.1286736206
624	0.1285187601
625	0.1284285179
626	0.1282268011
627	0.1280970996
628	0.1280080924
629	0.1278283586
630	0.1275084005
631	0.1273370546
632	0.127165608
633	0.1270830055
634	0.1269891899
635	0.126821487
636	0.1267421762
637	0.1266289085
638	0.126539007
639	0.1263662925
640	0.1261767614
641	0.1260903399
642	0.1258631784
643	0.1257108694
644	0.1255909435
645	0.1254687503
646	0.125252964
647	0.1250798682
648	0.1249678551
649	0.1248307363
650	0.1247459967
651	0.124502295
652	0.1244204405
653	0.124292632
654	0.1240541184
655	0.1237838641
656	0.1236665098
657	0.1235825074
658	0.1234727067
659	0.1233329678
660	0.1231638107
661	0.1230596155
662	0.1229679556
663	0.1228494706
664	0.1227639604
665	0.1226878483
666	0.1225709144
667	0.1224516741
668	0.1221500228
669	0.1219163667
670	0.1218374079
671	0.1216750311
672	0.1215050835
673	0.1213217265
674	0.1212449254
675	0.1211553939
676	0.1210281088
677	0.1209034001
678	0.1208049122
679	0.120669001
680	0.1204743181
681	0.1203797667
682	0.1202920529
683	0.1201797391
684	0.1200589259
685	0.1199084538
686	0.1197672997
687	0.1196923133
688	0.1196165454
689	0.1195447492
690	0.1192645799
691	0.1191366664
692	0.1189206515
693	0.1188407745
694	0.118746675
695	0.1185844867
696	0.118451191
697	0.1183785214
698	0.1182630973
699	0.118030469
700	0.1179800377
701	0.1178604664
702	0.1177785313
703	0.1176629621
704	0.1175328574
705	0.1174191432
706	0.1173326845
707	0.1171845475
708	0.117075416
709	0.1169454108
710	0.1168657688
711	0.1167394793
712	0.1166687213
713	0.1165851977
714	0.1164429617
715	0.1162337631
716	0.1161134554
717	0.1159004347
718	0.1158321091
719	0.1157406069
720	0.1156016502
721	0.1154100801
722	0.1152496253
723	0.1151692762
724	0.1150782223
725	0.1148015631
726	0.1146185815
727	0.1145511179
728	0.1144323559
729	0.1143685265
730	0.1141771271
731	0.1139100697
732	0.1138408941
733	0.1137210054
734	0.1136354478
735	0.1135711944
736	0.1133948143
737	0.1133277702
738	0.1132281364
739	0.1131034336
740	0.1130415123
741	0.1129180335
742	0.1128230392
743	0.1126231769
744	0.1125543584
745	0.1123528375
746	0.112261584
747	0.1120378674
748	0.1119527446
749	0.1118410642
750	0.1117659483
751	0.1116261194
752	0.1115820633
753	0.1114626269
754	0.1113719383
755	0.1112816968
756	0.1110942635
757	0.110940769
758	0.1108683829
759	0.1106908362
760	0.1105594542
761	0.1104551803
762	0.1103440941
763	0.1102747263
764	0.1101154018
765	0.1100612568
766	0.1099980257
767	0.1098496899
768	0.1097889995
769	0.1096305435
770	0.1094985475
771	0.1094527032
772	0.1091960445
773	0.1091143515
774	0.109034373
775	0.1088651169
776	0.1087701516
777	0.1086051601
778	0.1084483648
779	0.108311733
780	0.108121641
781	0.1080200498
782	0.1079631386
783	0.1078949431
784	0.1078149748
785	0.1076671942
786	0.1075568922
787	0.107464326
788	0.1073220006
789	0.1072152329
790	0.1071164939
791	0.1069063772
792	0.1068315259
793	0.106773403
794	0.1066776751
795	0.1065197963
796	0.1063470028
797	0.1062247067
798	0.1060901027
799	0.1060362713
800	0.1057718972
801	0.1055966068
802	0.1055113847
803	0.1053926041
804	0.1053331473
805	0.105238798
806	0.1051251846
807	0.1049870287
808	0.1048772198
809	0.1047111581
810	0.1045799016
811	0.1044772304
812	0.1043518464
813	0.1041860238
814	0.1041175395
815	0.1039873945
816	0.1038594195
817	0.1037730957
818	0.1036811711
819	0.1035969495
820	0.1035635147
821	0.1035145827
822	0.1034572842
823	0.1033862926
824	0.103239624
825	0.1031468079
826	0.1029909221
827	0.1027832369
828	0.1027184627
829	0.1025946722
830	0.1024839619
831	0.1024079162
832	0.1023050102
833	0.102179621
834	0.1020389619
835	0.1019787181
836	0.1018698356
837	0.1017503944
838	0.1015933706
839	0.1014447688
840	0.1013352919
841	0.1011982653
842	0.1011160663
843	0.1008762405
844	0.1007687938
845	0.1007080623
846	0.1006494332
847	0.1004565187
848	0.1003380498
849	0.1002912726
850	0.1002474981
851	0.1001143846
852	0.09999189493
853	0.09987804545
854	0.09984352562
855	0.09977388745
856	0.09961939873
857	0.09942362205
858	0.09927970867
859	0.09921959067
860	0.0991114342
861	0.09904422099
862	0.09900440135
863	0.09892058707
864	0.09883676945
865	0.09869973893
866	0.09860714503
867	0.09850345572
868	0.0984141803
869	0.09832924321
870	0.09827032357
871	0.0981499053
872	0.09809781343
873	0.09799193346
874	0.0977806286
875	0.09771725794
876	0.097637737
877	0.0974608955
878	0.09735922699
879	0.09725249468
880	0.09714282697
881	0.09706338689
882	0.09691470299
883	0.09685787511
884	0.09677859524
885	0.09671710843
886	0.09662764448
887	0.0965716391
888	0.0964269209
889	0.09631448446
890	0.09620928386
891	0.09615306173
892	0.0960454856
893	0.09596537615
894	0.09591097295
895	0.09572524674
896	0.09565203816
897	0.09558199006
898	0.09551772141
899	0.09541555533
900	0.09536064567
901	0.09526639258
902	0.09516457012
903	0.09503271357
904	0.09493472162
905	0.09485737587
906	0.09472301251
907	0.09465438016
908	0.0945313444
909	0.09445527323
910	0.09438448601
911	0.09431142742
912	0.09419192025
913	0.09403319933
914	0.09387502085
915	0.09375246397
916	0.09368678089
917	0.09361226994
918	0.09346298504
919	0.09341044155
920	0.09329607544
921	0.09323553345
922	0.09315487329
923	0.09303764756
924	0.09292569966
925	0.0928104745
926	0.09277299373
927	0.09271775203
928	0.09254578989
929	0.09245766397
930	0.09234415183
931	0.09226255475
932	0.09215364701
933	0.09204664903
934	0.0919368222
935	0.09176846699
936	0.09171748966
937	0.09167461488
938	0.09159113542
939	0.09137896204
940	0.09126085725
941	0.09108828405
942	0.09098902844
943	0.0908963828
944	0.09084024414
945	0.090759179
946	0.09071016879
947	0.09060853424
948	0.09050458915
949	0.09038231639
950	0.09034765858
951	0.09015127745
952	0.09010438597
953	0.09001339175
954	0.08995296921
955	0.08989450736
956	0.08974804911
957	0.08963312983
958	0.08958343203
959	0.08953577711
960	0.08949060164
961	0.08922408568
962	0.08915428455
963	0.08906713968
964	0.08895546737
965	0.0888337852
966	0.08867701365
967	0.08852587676
968	0.08842512969
969	0.08835908983
970	0.08821363018
971	0.08813777126
972	0.08802598176
973	0.08795508161
974	0.08785495437
975	0.08771682385
976	0.08756929684
977	0.08746334462
978	0.08732140665
979	0.08721158081
980	0.08712235702
981	0.08693960593
982	0.08685619785
983	0.08677100781
984	0.08666698006
985	0.08659887064
986	0.08654075898
987	0.08644721139
988	0.08631071768
989	0.08622931003
990	0.08615170163
991	0.086121659
992	0.08609287069
993	0.08598242625
994	0.08588482295
995	0.08584096598
996	0.085740934
997	0.08564148615
998	0.08554417004
999	0.08546452643
